CPU Name,CPU Amount,CPU Warranty,RAM Name,RAM Amount,RAM Warranty,Main Name,Main Amount,Main Warranty,Storage Name,Storage Amount,Storage Warranty,GPU Name,GPU Amount,GPU Warranty,Case Name,Case Amount,Case Warranty,Cooler Name,Cooler Amount,Cooler Warranty,Price,Link,CPU Spec
CPU Intel Core i3-12100F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB/8) 8GB (1x8GB) DDR4 3200Mhz,1,36.0,Mainboard ASUS Prime H610M-CS D4 (Tray),1,36.0,Ổ cứng SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình MSI GTX 1650 D6 VENTUS XS OCV3,1,36.0,Vỏ case máy tính DarkFlash A290 (Mid Tower/ Màu Đen),1,,Fan case Xtech LED RGB RAINBOW VA01-VA10,3,12.0,10899000,https://hacom.vn/hacom-ares-a6-i3-1200f-h610-8g-ram-gtx-1650-550w, i3-12100F
CPU hỗ trợ Socket LGA4677 dành cho các dòng sản phẩm vi xử lý Intel Xeon® W-3400 và W-2400,1.0,36.0,"Ram hỗ trợ 8 khe cắm ram, tối đa 2048GB, DDR5 6800(OC)/6600(OC)/6400(OC)/6200(OC)/6000(OC)/5800(OC)/5600(OC)/5400(OC)/5200(OC)/5000(OC)/4800 ECC Registered",1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,29599000,https://hacom.vn/mainboard-asus-pro-ws-w790-ace,CPU hỗ trợ Socket LGA4677 dành cho các dòng sản phẩm vi xử lý Intel Xeon® W-3400 và W-2400
Bộ vi xử lý (Cpu) Intel® Xeon® Silver 4310 12 Cores 18Mb Cache 2.1Ghz2 x Socket P+ (LGA 4189) 3rd Gen Intel® Xeon® Scalable Processors Family(270w) UPI (11.2 GT/s),1.0,36.0,"Bộ nhớ (Ram) 16GB (1x16) RAM DDR4 ECC RDIMM Total Slots : 32 (8-channel per CPU, 16 DIMM per CPU)Capacity :Maximum up to 6TBMemory Type :DDR4 3200/2933 RDIMM/LR-DIMM/LR-DIMM 3DSMemory Size :64GB, 32GB, 16GB, 8GB RDIMM256GB, 128GB, 64GB RDIMM 3DSB128GB, 64GB LRDIMM128GB LR-DIMM 3DS 512GB, 256GB, 128GBIntel® Optane™ DC persistent memory 200 Series (DCPMM)",1,36.0,,0,0.0,"Ổ cứng (Hdd) SSD 480GBFront bays4 x 3.5"" hot-swap bays (4 x NVMe/SAS*/SATA) *SAS support only from SAS HBA/RAID card2 x M.2 connector (NGFF 2280/2260. PCIe Gen4x4 link)(CPU2)",1,36.0,"Ổ cứng (Hdd) SSD 480GBFront bays4 x 3.5"" hot-swap bays (4 x NVMe/SAS*/SATA) *SAS support only from SAS HBA/RAID card2 x M.2 connector (NGFF 2280/2260. PCIe Gen4x4 link)(CPU2)",1,36.0,,0,0.0,,0,0.0,89999000,https://hacom.vn/server-asus-rs700-e10-rs12u-4310039z-xeon-silver-4310-16gb-480gb-ssd-c621a-3108-8i-r40c-1200w-2-den-90sf0151-m00j00,s 18Mb Cache 2.1Ghz2 x Socket P+ (LGA 4189) 3rd Gen Intel® Xeon® Scalable Processors Family(270w) UPI (11.2 GT/s)
CPU Intel Core i7-14700F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF552C40BB-16) 16GB (1x16GB) DDR5 5200Mhz,1,36.0,Mainboard Gigabyte B760M AORUS ELITE AX,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Nvidia T400 4GB (90SKC000-M70AN0) (Asus Server Accessory),1,36.0,Vỏ case Antec AX61 ELITE (ATX/Màu đen/4 Fan),1,12.0,Vỏ case Antec AX61 ELITE (ATX/Màu đen/4 Fan),1,12.0,22799000,https://hacom.vn/pc-hacom-cad-c123-i7-14700f-b760-16gb-ram-500gb-ssd-t400-4gb-550w, i7-14700F
"Bộ vi xử lý
 
Intel® Core™ i3-13100, 4C (4P + 0E) / 8T, P-core 3.4 / 4.5GHz, 12MB",1.0,12.0,"Bộ nhớ trong
 
1x 8GB UDIMM DDR4-3200, Two DDR4 UDIMM slots, dual-channel capable, Up to 64GB DDR4-3200",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
256GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0
Up to two drives, 1x 3.5"" HDD + 1x M.2 SSD • 3.5"" HDD up to 2TB • M.2 SSD up to 1TB",1,12.0,"iGPU
 
Intel® Wi-Fi® 6 AX201, 11ax 2x2 + BT5.1",1,12.0,,0,0.0,,0,0.0,9499000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-4-i3-13100-8gb-ram-256gb-ssd-wl-bt-k-m-no-os-12jh0004va,"™ i3-13100, 4C (4P + 0E) / 8T, P-core 3.4 / 4.5GHz, 12MB"
Dòng CPU Core i3,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 730,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,10399000,https://hacom.vn/pc-hp-280-pro-tower-g9-i3-12100-8gb-ram-256gb-ssd-wl-bt-k-m-win11-72j47pa, i3
"Bộ vi xử lý
 
i5-1235U",1.0,12.0,"Bộ nhớ trong
 
1 x 16GB DDR4/ 3200MHz (2 slots) - RAM NoteBook",1,12.0,,0,0.0,"Ổ cứng
 
512GB SSD1 PCIe (M.2 2280)",1,12.0,"Giao tiếp không dây
 
Realtek RTL8852BE Wi-Fi 6 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate",1,12.0,,0,0.0,,0,0.0,19099000,https://hacom.vn/pc-hp-all-in-one-22-dd2042d-9a8j7pa-i5-1235u-16gb-ram-512gb-ssd-21.5-fhd-wl-bt-k-m-win-11-trang,"Bộ vi xử lý
 
i5-1235U"
CPU: Intel Core i7-10700K,1.0,36.0,RAM: 16GB,1,36.0,,0,0.0,Ổ cứng: 512GB SSD,1,36.0,VGA: RTX 3070,1,36.0,,0,0.0,,0,0.0,51499000,https://hacom.vn/workstation-asus-pro-e500-g6-1070k-022z-i7-10700k-16gb-ram-512gb-ssd-rtx3070-90sf0181-m00a20, i7-10700K
Dòng CPU Core i5,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 730,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,13299000,https://hacom.vn/pc-hp-pavilion-tp01-4019d-8x3r3pa-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-bac, i5
"CPU
 
Intel Core i3 10100",1.0,12.0,"RAM
 
1 x 4GB DDR4",1,12.0,,0,0.0,"Ổ cứng
 
1TB HDD",1,12.0,"Cổng giao tiếp
 
1 x USB Type C , 5 x USB 3.0 , 2 x USB 2.0 , 4 x 3.5 mm , LAN 1 Gb/s
1 x SD card slot",1,12.0,,0,0.0,,0,0.0,11109000,https://hacom.vn/pc-acer-as-xc-895-i3-10100-4gb-ram-1tb-hdd-dvdrw-wl-bt-k-m-win-10-dt.bewsv.003, i3 10100
"Bộ vi xử lý
 
12th Gen Intel® Core™ i3-1215U Processor (6 cores) - Max Turbo Frequency : 4.40 GHz",1.0,12.0,"Bộ nhớ trong
 
1 x 8GB DDR4/ 3200MHz",1,12.0,,0,0.0,"Ổ cứng
 
256GB PCIe NVMe SSD",1,12.0,,0,0.0,,0,0.0,,0,0.0,17499000,https://hacom.vn/pc-dell-inspiron-all-in-one-5410-i3-1215u-8gb-256gb-ssd-23.8fhd-camera-wl-bt-kb-m-win-11-office-den-6nxtf,™ i3-1215U Processor (6 cores) - Max Turbo Frequency : 4.40 GHz
CPU: Intel Xeon E-2324,1.0,36.0,Ram: 16GB,1,36.0,,0,0.0,Ổ cứng: 1TB HDD,1,36.0,,0,0.0,,0,0.0,,0,0.0,28699000,https://hacom.vn/server-asus-ts100-e11-pi4-2324g017z-e-2324g-16gb-ram-1tb-hdd-no-os-90sf02n1-m00260,CPU: Intel Xeon E-2324
"Tên bộ vi xử lý
 
Intel® Core™ i7-13700 Processor",1.0,36.0,"Chipset
 
Intel® Q670 (vPro®)
 ['\nBộ nhớ trong (RAM)\n']",1,36.0,,0,0.0,"Số khe cắm
 
2 x SO-DIMM
 ['\nỔ cứng (SSD)\xa0\n']",1,36.0,,0,0.0,,0,0.0,,0,0.0,19999000,https://hacom.vn/pc-hp-elite-mini-800-g9-9h090pt-i7-13700-8gb-ram-512gb-ssd-wl-bt-k-m-win11,™ i7-13700 Processor
CPU Intel Core i3-12100F,1.0,36.0,Mainboard Gigabyte H610M H DDR4,1,36.0,Mainboard Gigabyte H610M H DDR4,1,36.0,SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s),1,36.0,Card màn hình Asus TUF GTX 1650-4GD6-P-GAMING,1,36.0,Vỏ Case  Gaming Hawk F1 BLACK,1,0.0,TẢN NHIỆT KHÍ JONSBO PISA A5 Grey,1,12.0,11399000,https://hacom.vn/pc-gaming-hacom-tiger-t28-i3-12100f-h610-8gb-ram-250gb-ssd-gtx-1650-450w, i3-12100F
"Bộ VXL Intel Core i5-12500H Processor, 35W TDP",1.0,36.0,Hỗ trợ RAM tối đa 2 x DDR4 (maximum 64GB),1,36.0,,0,0.0,Chuẩn ổ cứng EMMC2.5inch SATA 6Gb/s2 x Slot SSD M.2 PCIe Gen 3 x4/ 4 x4,1,36.0,Card đồ họa Intel UHD Graphics,1,36.0,Kiểu dáng Case mini,1,36.0,,0,0.0,10199000,https://hacom.vn/pc-mini-asus-pn64-b-s5188md-i5-12500h-intel-ax211-gig-wi-fi-6e-bluetooth-5.2-vesa-mount-display-1.4-port," i5-12500H Processor, 35W TDP"
CPU Intel Core i5-13400F,1.0,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Mainboard ASUS PRIME B760M-K D4,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình NVIDIA T400 (4GB GDDR6),1,36.0,Vỏ Case MIK MORAX 3FA BLACK  (Mini Tower/ Màu Đen/ 3 fan),1,25.0,Vỏ Case MIK MORAX 3FA BLACK  (Mini Tower/ Màu Đen/ 3 fan),1,25.0,16199000,https://hacom.vn/pc-hacom-cad-c125-i5-13400f-b760-16gb-ram-500gb-ssd-t400-4gb-550w, i5-13400F
"CPU INTEL XEON E5-2686 V4 (TRAY, CŨ ĐẸP)",2.0,12.0,RAM SAMSUNG 16GB DDR4-2400 ECC REGISTERED (CŨ ĐẸP),2,12.0,Mainboard Huananzhi X99-F8D,1,6.0,"Ổ cứng SSD Teamgroup CX2 256GB SATA3 2.5 inch (Đọc 520MB/s, Ghi 430MB/s) - (T253X6256G0C101)",1,36.0,Card màn hình Asus DUAL RTX 3050-O8G-V2,1,36.0,Vỏ case Antec NX291 (E-ATX/Màu đen/4 Fan),1,12.0,Vỏ case Antec NX291 (E-ATX/Màu đen/4 Fan),1,12.0,19089000,https://hacom.vn/pc-hacom-render-r009-36c-32gb-rtx3050,"CPU INTEL XEON E5-2686 V4 (TRAY, CŨ ĐẸP)"
CPU Intel Core i5-12400F,1.0,36.0,Ram Adata XPG Spectrix D41 RGB Grey 8GB (1x8GB) DDR4 3200Mhz,1,60.0,Mainboard ASROCK B660M PRO RS,1,36.0,SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s),1,36.0,Card Asus TUF GTX 1660 Super 6G Gaming,1,36.0,Case Vitra POSEIDON R12 WHITE,1,0.0,TẢN NHIỆT KHÍ JONSBO CR-1000 WHITE,1,12.0,15399000,https://hacom.vn/hacom-sniper-i5-12400f-gtx-1660-super-1, i5-12400F
Dòng CPU Core i5,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,12899000,https://hacom.vn/pc-hp-prodesk-400-g9-mt-i5-12500-8gb-ram-256gssd-wl-bt-k-m-win-11-72k99pa, i5
"Bộ VXL Rocket Lake Intel Core i5-12400 (2.6GHz turbo up to 4.4Ghz, 6 nhân 12 luồng, 12MB Cache)",1.0,36.0,Bộ nhớ Ram 8Gb DDR4 (1 x 8Gb+ 1 khe rời),1,36.0,,0,0.0,Ổ cứng 500Gb SSD,1,36.0,Card đồ họa tích hợp Intel UHD Graphics 730,1,36.0,,0,0.0,,0,0.0,8799000,https://hacom.vn/pc-hacom-business-mini-vs5-i5-12400-h610-8gb-ram-500gb," i5-12400 (2.6GHz turbo up to 4.4Ghz, 6 nhân 12 luồng, 12MB Cache)"
"Bộ xử lý / Bus hệ thống 1 x Socket LGA1200
Bộ xử lý Intel® Pentium®
Bộ xử lý Intel® Xeon® EChipset Intel® C252",1.0,36.0,"RaM
 
Tổng số khe cắm:
4 (2 kênh)
Dung lượng:
Tối đa lên tới 128GB
Loại bộ nhớ UDIMM:
3200/2933/2666
Kích thước bộ nhớ UDIMM:
32GB, 16GB, 8GB, 4GB
* Tham khảo trang hỗ trợ để biết thêm thông tin",1,36.0,,0,0.0,Ổ cứng Bộ điều khiển lưu trữ : 6 x cổng SATA3 6Gb/s Intel®VROC (Dành cho Linux/Windows) (Hỗ trợ phần mềm RAID 0/1/5/10 ) Bộ điều khiển SAS : ASUS PIKE II 3008-8i Thẻ RAID SAS 12G 8 cổng ASUS PIKE II 3108-8i Card RAID 8 cổng SAS 12G HW,1,36.0,Ổ cứng Bộ điều khiển lưu trữ : 6 x cổng SATA3 6Gb/s Intel®VROC (Dành cho Linux/Windows) (Hỗ trợ phần mềm RAID 0/1/5/10 ) Bộ điều khiển SAS : ASUS PIKE II 3008-8i Thẻ RAID SAS 12G 8 cổng ASUS PIKE II 3108-8i Card RAID 8 cổng SAS 12G HW,1,36.0,,0,0.0,,0,0.0,8799000,https://hacom.vn/mainboard-asus-server-p12r-m-10g-2t,"Bộ xử lý / Bus hệ thống 1 x Socket LGA1200
Bộ xử lý Intel® Pentium®
Bộ xử lý Intel® Xeon® EChipset Intel® C252"
Bộ Sưu Tập Sản Phẩm Bộ Intel® NUC với bộ xử lý Intel® Pentium®,1.0,36.0,Các loại bộ nhớ DDR4-2933 1.2V SO-DIMM,1,36.0,,0,0.0,Kiểu hình thức ổ đĩa Trong M.2 SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,4199000,https://hacom.vn/bo-mini-pc-asus-intel-nuc-11-essential-nuc11atkpe-pentium-silver-n6005-2xddr4-2933-1xnvme-1x-dp-1xhdmi-90ab1atk-mb1100,Bộ Sưu Tập Sản Phẩm Bộ Intel® NUC với bộ xử lý Intel® Pentium®
"CPU
 
Pentium N6005",1.0,36.0,,0,0.0,,0,0.0,"Trọng lượng
 
700g (bao gồm 2.5"" HDD)",1,36.0,"Cổng kết nối
 
Trước:1 x USB 3.2 Gen2 Type-C (quick charge)1 x USB 3.2 Gen11 x Audio Jack1 x IR receiver1 x Card ReaderSau:1 x USB 3.2 Gen1 Type-C (DP output)2 x USB 3.2 Gen11 x HDMI1 x VGA1 x RJ451 x DC-in",1,36.0,,0,0.0,,0,0.0,4599000,https://hacom.vn/pc-asus-pn41-bbp098mv-pentium-n6005-wl-bt-vga-barebone-90mr00i3-m00980,"CPU
 
Pentium N6005"
"Bộ vi xử lý
 
13th Gen Intel® Core™ i7-13700 Processor (16 cores) - Max Turbo Frequency : 5.20 GHz",1.0,12.0,"Bộ nhớ trong
 
1 x 8GB DDR4/ 3200MHz (2 slots)",1,12.0,,0,0.0,"Ổ cứng
 
512GB SSD PCIe (M.2 2280)",1,12.0,"Card Reader
 
N/A",1,12.0,,0,0.0,,0,0.0,17099000,https://hacom.vn/pc-hp-s01-pf3009d-8c5s5pa-i7-13700-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-den,™ i7-13700 Processor (16 cores) - Max Turbo Frequency : 5.20 GHz
"Bộ vi xử lý
 Intel® Core™ i5-13500 (up to 4.8 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)",1.0,36.0,"RAM
 
8 GB DDR5-4800 MHz RAM (1 x 8 GB)",1,36.0,,0,0.0,"Ổ cứng
 
512 GB PCIe® NVMe™ M.2 SSD",1,36.0,"Card đồ họa
 
Intel UHD Graphics 770",1,36.0,,0,0.0,,0,0.0,19499000,https://hacom.vn/pc-hp-elite-mini-800-g9-9h0c7pt-i5-13500-8gb-ram-512gb-ssd-wl-bt-k-m-win11,"™ i5-13500 (up to 4.8 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)"
Bộ vi xử lý Core i5-12400,1.0,12.0,Bộ nhớ trong 8GB DDR4 3200MHz,1,12.0,,0,0.0,Ổ cứng 512 GB PCIe® NVMe™ M.2 SSD,1,12.0,,0,0.0,,0,0.0,,0,0.0,13499000,https://hacom.vn/pc-hp-s01-pf2025d-i5-12400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-6k7a3pa, i5-12400
Bộ VXL Apple M1 chip8-core CPU / 7-core GPU,1.0,12.0,,0,0.0,,0,0.0,Ổ cứng 256GB SSD,1,12.0,Bộ VXL Apple M1 chip8-core CPU / 7-core GPU,1,12.0,,0,0.0,,0,0.0,32499000,https://hacom.vn/pc-apple-imac-m1-8-core-cpu-7-core-gpu-mjva3sa-a,Bộ VXL Apple M1 chip8-core CPU / 7-core GPU
CPU Intel Core i3-12100F,1.0,36.0,Ram Desktop Adata XPG Spectrix D41 RGB Grey (AX4U32008G16A-ST41) 8GB (1x8GB) DDR4 3200Mhz,1,60.0,Mainboard Asus PRIME H610M-K D4,1,36.0,Ổ cứng SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình Asus TUF GTX 1650-4GD6 GAMING,1,36.0,Vỏ Case VITRA CRYSTAL S1 BLACK M-ATX  (Mini Tower/Màu Đen),1,12.0,TẢN NHIỆT KHÍ JONSBO CR-1200 ( KÈM SẴN BACKPLATE 1700 JONSBO ),1,12.0,11599000,https://hacom.vn/hacom-ares-i3-12100f-gtx-1650-1-2-3, i3-12100F
"Tản Nhiệt
 
Tản nhiệt CPU ID Cooling SE-214X -Unique Aluminium",1.0,,"Bộ Nhớ Trong
 
RAM Avexir Core Series 8GB (1*8GB) DDR4 Bus 2666MHz – 1COR",1,,"Mainboard
 
Mainboard MSI B150M NIGHT ELF",1,,"SSD
 
SSD Team Ultra L5 120GB SATA3 6Gb/s 2.5"" (Đọc 520MB/s, Ghi 140MB/s)",1,,"Card Màn Hình
 
VGA MSI GTX 950 Gaming 2G (128bits)",1,,,0,0.0,"Tản Nhiệt
 
Tản nhiệt CPU ID Cooling SE-214X -Unique Aluminium",1,,10759000,https://hacom.vn/cbrn010-combo-set-gaming-color-black-and-red-basic,"Tản Nhiệt
 
Tản nhiệt CPU ID Cooling SE-214X -Unique Aluminium"
CPU: Intel Core i7-1165G7,1.0,36.0,Lưu ý: Sản phẩm chưa bao gồm Ram và ổ cứng và dây nguồn,1,36.0,,0,0.0,Lưu ý: Sản phẩm chưa bao gồm Ram và ổ cứng và dây nguồn,1,36.0,,0,0.0,,0,0.0,,0,0.0,12099000,https://hacom.vn/may-tinh-intel-nuc-11-nuc11pah-i7-1165g7-rnuc11pahi70z00, i7-1165G7
"Bộ vi xử lý
 
13th Gen Intel® Core™ i5-1335U Processor",1.0,12.0,"Bộ nhớ trong
 
1 x 8GB DDR4/ 3200MHz (2 slots) - RAM NoteBook",1,12.0,,0,0.0,"Ổ cứng
 
512GB SSD PCIe (M.2 2280)",1,12.0,"Card Reader
 
No",1,12.0,,0,0.0,,0,0.0,15499000,https://hacom.vn/pc-hp-all-in-one-proone-240-g10-8w8k0pa-i5-1335u-8gb-ram-256gb-ssd-23.8-inch-fhd-wl-bt-k-m-win11,™ i5-1335U Processor
Bộ VXL Apple M1 chip8-core CPU / 8-core GPU,1.0,12.0,,0,0.0,,0,0.0,Ổ cứng 256GB SSD,1,12.0,Bộ VXL Apple M1 chip8-core CPU / 8-core GPU,1,12.0,,0,0.0,,0,0.0,33699000,https://hacom.vn/pc-apple-imac-m1-8-core-cpu-8-core-gpu-mgph3sa-a,Bộ VXL Apple M1 chip8-core CPU / 8-core GPU
CPU Xeon E-2224,1.0,36.0,RAM 8GB DDR4 3200Mhz (non-ECC),1,36.0,,0,0.0,Ổ cứng 1TB HDD,1,36.0,,0,0.0,,0,0.0,,0,0.0,18999000,https://hacom.vn/server-asus-ts100-e10-pi4-2224055z-e-2224-8gb-ram-1tb-hdd-no-os-90sf00e1-m002n0,CPU Xeon E-2224
Bộ VXL Apple M1 chip8-core CPU / 7-core GPU,1.0,12.0,,0,0.0,,0,0.0,Ổ cứng 256GB SSD,1,12.0,Bộ VXL Apple M1 chip8-core CPU / 7-core GPU,1,12.0,,0,0.0,,0,0.0,32499000,https://hacom.vn/pc-apple-imac-m1-8-core-cpu-7-core-gpu-mjv83sa-a,Bộ VXL Apple M1 chip8-core CPU / 7-core GPU
"Bộ vi xử lý
 
Intel® Core™ i5-1235U (12M Cache, 1.3GHz up to 4.4GHz)",1.0,36.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz (1*8GB)",1,36.0,,0,0.0,"Ổ cứng
 
512GB M2 PCIe SSD (khả năng lưu trữ + 1x 2.5” HDD)",1,36.0,,0,0.0,,0,0.0,,0,0.0,17999000,https://hacom.vn/pc-mini-msi-cubi-5-i5-1235u-8gb-ram-512gb-ssd-wl-bt-win-11-pro-den-12m-080vn-b51235u8gs51x11pa,"™ i5-1235U (12M Cache, 1.3GHz up to 4.4GHz)"
"CPU Intel® Xeon® W-1270P, supports Intel® vPro® Technology",1.0,36.0,Ram:  8GB (1x8GB) DDR4 3200 UDIMM non-ECC,1,36.0,,0,0.0,Ổ cứng SSD 256GB M.2 2280 PCIe NVMe,1,36.0,,0,0.0,,0,0.0,,0,0.0,31999000,https://hacom.vn/workstation-hp-z2-g5-tower-xeon-w-1270p-8gb-ram-256gb-ssd-k-m-linux-9fr63av,"CPU Intel® Xeon® W-1270P, supports Intel® vPro® Technology"
Bộ VXL : Intel Core i3 12100,1.0,36.0,Bộ nhớ Ram : 8GB DRR4,1,36.0,Bo mạch chủ : H610,1,36.0,Ổ cứng : 256GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,7099000,https://hacom.vn/pc-hacom-business-mini-p42-v2-i3-12100-h610-8gb-ram-256gb, i3 12100
Dòng CPU Core i3,1.0,12.0,Chipset Integrated in the processor ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa VGA onboard,1,12.0,,0,0.0,,0,0.0,14299000,https://hacom.vn/pc-hp-all-in-one-proone-240-g9-i3-1215u-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win-11-6m3t0pa, i3
Dòng CPU Core i5,1.0,24.0,Chipset   ['BỘ NHỚ RAM'],1,24.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,24.0,Card đồ họa VGA onboard,1,24.0,,0,0.0,,0,0.0,18299000,https://hacom.vn/pc-asus-all-in-one-a3202wb-i5-1235u-8gb-512gb-ssd-tpm-21.45-fhd-cam-mic-wifi6-bt5-kb-m-w11h-trang-a3202wbak-wa155w, i5
CPU Intel Core i7-12700K,1.0,36.0,Mainboard Gigabyte Z690M AORUS ELITE DDR4,1,36.0,Mainboard Gigabyte Z690M AORUS ELITE DDR4,1,36.0,Ổ cứng SSD Samsung 980 PRO 500GB PCIe NVMe 4.00x4 (Đọc 6900MB/s - Ghi 5000MB/s) - (MZ-V8P500BW),1,60.0,Card màn hình Gigabyte RTX 4060 Ti GAMING OC-8GD,1,36.0,Vỏ Case Cooler Master MasterBox 520 Mesh ARGB  (Mid Tower/Màu Đen ),1,12.0,Tản nhiệt nước Cooler Master ML360 ILLUSION ARGB Gen 2,1,36.0,35299000,https://hacom.vn/pc-hacom-dung-phim-p047-i7-12700k-z690-32gb-2x16gb-ram-500gb-ssd-rtx-4060-ti-8gb-750w, i7-12700K
CPU Intel Core i5-12400F,1.0,36.0,Ram Desktop Adata XPG Spectrix D41 RGB Grey (AX4U32008G16A-ST41) 8GB (1x8GB) DDR4 3200Mhz,1,60.0,Mainboard Asus TUF GAMING B660M-PLUS D4,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Gigabyte RTX 3050 EAGLE OC 8G,1,36.0,Vỏ Case VITRA CRYSTAL S1 BLACK M-ATX  (Mini Tower/Màu Đen),1,12.0,TẢN NHIỆT KHÍ JONSBO CR-1000 ARGB (KÈM SẴN BACKPLATE 1700 JONSBO),1,12.0,17499000,https://hacom.vn/hacom-sniper-i5-12400f-rtx-3050-1-2-3, i5-12400F
Bộ vi xử lý (Cpu) Intel® Xeon® Silver 4310 12 Cores 18Mb Cache 2.1Ghz2 x Socket P+ (LGA 4189) 3rd Gen Intel® Xeon® Scalable Processors Family(270w) UPI (11.2 GT/s),1.0,36.0,"Bộ nhớ (Ram) 32GB (2x16) RAM DDR4 ECC RDIMM Total Slots : 32 (8-channel per CPU, 16 DIMM per CPU)Capacity :Maximum up to 6TBMemory Type :DDR4 3200/2933 RDIMM/LR-DIMM/LR-DIMM 3DSMemory Size :64GB, 32GB, 16GB, 8GB RDIMM256GB, 128GB, 64GB RDIMM 3DSB128GB, 64GB LRDIMM128GB LR-DIMM 3DS 512GB, 256GB, 128GBIntel® Optane™ DC persistent memory 200 Series (DCPMM)",1,36.0,,0,0.0,"Ổ cứng (Hdd) HDD 2TBFront bays4 x 3.5"" hot-swap bays (4 x NVMe/SAS*/SATA) *SAS support only from SAS HBA/RAID card2 x M.2 connector (NGFF 2280/2260. PCIe Gen4x4 link)(CPU2)",1,36.0,"Ổ cứng (Hdd) HDD 2TBFront bays4 x 3.5"" hot-swap bays (4 x NVMe/SAS*/SATA) *SAS support only from SAS HBA/RAID card2 x M.2 connector (NGFF 2280/2260. PCIe Gen4x4 link)(CPU2)",1,36.0,,0,0.0,,0,0.0,71399000,https://hacom.vn/server-asus-rs700-e10-rs4u-4310049z-xeon-silver-4310-2-16gb-2tb-c621a-3108-8i-r40c-800w-2-den-90sf0151-m00hz0,s 18Mb Cache 2.1Ghz2 x Socket P+ (LGA 4189) 3rd Gen Intel® Xeon® Scalable Processors Family(270w) UPI (11.2 GT/s)
